ID,item_cnt_month
0,0.54984003
1,0.4704108
2,1.1644937
3,0.37124002
4,3.8657856
5,0.7343124
6,0.93844473
7,0.10574496
8,1.3081243
9,0.17616093
10,2.620415
11,0.36598837
12,0.08809915
13,0.25432402
14,1.6560193
15,2.6650271
16,0.0579606
17,0.11186713
18,1.4406657
19,0.08677608
20,0.39092562
21,0.14886668
22,1.2450962
23,0.78625906
24,1.7281126
25,0.98257077
26,0.23181748
27,0.5896122
28,1.0197659
29,3.8979492
30,0.47853154
31,0.362132
32,0.5331456
33,0.9882264
34,0.11176339
35,0.123930454
36,0.13684341
37,0.6300455
38,0.45397842
39,0.31524706
40,0.8267433
41,1.2760565
42,3.7558851
43,4.121706
44,0.7246835
45,0.5425631
46,0.9142454
47,0.3237057
48,0.36457017
49,1.3262578
50,1.4176326
51,0.4578181
52,0.34077662
53,0.40412492
54,3.5986853
55,2.8865695
56,2.651517
57,2.1935859
58,4.3259
59,3.2394283
60,4.0510116
61,0.49683076
62,0.5183577
63,0.4419217
64,4.912419
65,1.4923306
66,0.96413845
67,0.18607387
68,0.537837
69,0.17619261
70,1.4923306
71,1.9355952
72,0.47151026
73,1.1107838
74,6.2910247
75,7.2579923
76,0.2021778
77,4.912419
78,0.3888693
79,0.94985163
80,1.254004
81,4.0223
82,0.81190276
83,0.33819413
84,1.2826924
85,1.0880038
86,0.36540502
87,0.09285921
88,2.6452699
89,1.4764968
90,0.7364697
91,0.2749026
92,2.2333288
93,0.21978748
94,0.31369734
95,0.037006468
96,0.090313315
97,0.67604166
98,0.586769
99,1.4944316
100,1.5771817
101,1.0154091
102,0.4181869
103,0.40995964
104,0.20033023
105,0.42865098
106,0.42865098
107,0.7461821
108,0.12084237
109,0.56983507
110,0.33977306
111,0.38300675
112,0.5876293
113,1.0978653
114,0.38514704
115,0.343769
116,0.25696123
117,0.08706936
118,8.72029
119,0.09265244
120,0.07296401
121,0.07296401
122,0.2584518
123,0.6788672
124,0.7692018
125,1.6483172
126,0.31415123
127,0.071802616
128,0.34041023
129,0.1732294
130,0.40754002
131,0.029400527
132,0.3330579
133,3.571734
134,0.07142767
135,0.6627362
136,0.33558136
137,0.1742042
138,0.7662114
139,0.43999854
140,0.14828634
141,0.3160283
142,0.08158019
143,0.17646116
144,0.43583006
145,0.43583006
146,0.43583006
147,0.075663686
148,0.41526264
149,0.1076093
150,0.084913015
151,0.25696123
152,4.447149
153,0.23816532
154,0.031695127
155,0.118780464
156,0.122876406
157,0.061329365
158,0.12640193
159,0.27814305
160,0.25696123
161,0.18205696
162,0.33210492
163,0.5405134
164,0.1617361
165,0.08233303
166,0.404892
167,0.08233303
168,0.41601545
169,0.08233303
170,0.1870842
171,0.20017794
172,0.2199187
173,1.3461201
174,1.29051
175,2.6336985
176,1.5058458
177,0.42861247
178,0.24774903
179,0.071802616
180,1.4999505
181,0.2581495
182,0.035238385
183,0.105511576
184,0.1732294
185,0.011890531
186,0.0808579
187,0.15513772
188,0.41526264
189,0.41526264
190,0.11917576
191,0.5120121
192,0.6198271
193,0.2451419
194,0.09152979
195,0.18499535
196,0.39910212
197,3.4142
198,1.4156892
199,3.387119
200,0.0
201,3.387119
202,0.2095316
203,1.1862121
204,0.1686854
205,0.42237124
206,0.04887721
207,0.09444335
208,1.516905
209,0.41805875
210,0.21698517
211,0.08634707
212,0.1022912
213,0.27162224
214,0.16094738
