ID,item_cnt_month
0,0.5832539
1,0.32912904
2,1.1103587
3,0.4853436
4,3.5657613
5,0.66983414
6,0.73145443
7,0.15795487
8,1.0370524
9,0.65128297
10,2.447195
11,0.11662081
12,0.16192165
13,0.38352764
14,1.8465396
15,3.2590647
16,0.051143885
17,0.1631982
18,1.4511027
19,0.17616042
20,0.4533538
21,0.29977384
22,1.69648
23,0.516622
24,1.5725454
25,0.999525
26,0.48799968
27,0.36233008
28,1.1124601
29,3.7113218
30,0.8617143
31,0.38713276
32,0.85761654
33,0.9300189
34,0.04497385
35,0.05365917
36,0.05365917
37,0.8204288
38,0.204635
39,0.15041214
40,0.73550713
41,1.2659762
42,3.925173
43,4.2844095
44,1.1295171
45,0.19607908
46,1.0967147
47,0.45610654
48,0.6108411
49,0.8820702
50,0.9896703
51,0.5645442
52,0.4610047
53,0.51869667
54,5.347003
55,3.2633107
56,1.6722411
57,1.7305036
58,4.5736585
59,3.4942029
60,4.507086
61,0.2948437
62,0.25417873
63,0.3930198
64,4.2068577
65,0.4990098
66,0.58614004
67,0.09257507
68,0.48132497
69,0.10652873
70,0.4990098
71,2.0649314
72,0.3007719
73,1.0354605
74,6.015407
75,5.145016
76,0.2796421
77,4.2068577
78,0.47356275
79,0.79214776
80,1.3579087
81,1.7614298
82,0.69051003
83,0.18423593
84,0.7791705
85,0.87216353
86,0.5254748
87,0.045844465
88,2.7531292
89,1.0510517
90,0.8492661
91,0.68023604
92,1.7209723
93,0.094189465
94,0.4240113
95,0.044016868
96,0.03867179
97,0.4344584
98,0.4883463
99,1.3991699
100,1.0812879
101,1.0234076
102,0.33945656
103,1.0659368
104,0.1510177
105,0.6493245
106,0.44482085
107,0.6677881
108,0.15036798
109,0.32912904
110,0.2156964
111,0.76183105
112,0.768878
113,1.1290948
114,0.21961555
115,0.35807425
116,0.63171446
117,0.05755359
118,9.263598
119,0.1235888
120,0.11708853
121,0.12361106
122,0.3315453
123,0.45682395
124,0.50326455
125,0.80105925
126,0.56448257
127,0.16420466
128,0.3103598
129,0.24638578
130,0.40088063
131,0.029369563
132,0.9333818
133,3.9271257
134,0.09952775
135,2.1917915
136,0.87704265
137,1.0248079
138,1.5603712
139,0.43644264
140,0.2388381
141,0.33072954
142,0.11056396
143,0.48757356
144,0.17759582
145,0.17759582
146,0.17759582
147,0.05148077
148,0.2884372
149,0.048840106
150,0.08338535
151,0.6455953
152,5.2805395
153,0.2670824
154,0.051287174
155,0.18678686
156,0.18793952
157,0.25809807
158,0.089105636
159,0.21333104
160,0.88462573
161,0.21344596
162,0.54071844
163,0.8329849
164,0.46010652
165,0.13869423
166,0.3873651
167,0.045844465
168,0.2884372
169,0.16192165
170,0.21344596
171,0.5290178
172,0.09947857
173,2.2768471
174,1.6148722
175,2.9206226
176,1.1692419
177,0.5118346
178,0.22740656
179,0.17328358
180,1.4586749
181,0.18300933
182,0.07453033
183,0.18587801
184,0.1014823
185,0.018332899
186,0.15036798
187,0.1371192
188,0.2884372
189,0.2884372
190,0.16308191
191,0.40333486
192,0.7681919
193,0.15862054
194,0.19186169
195,0.086040914
196,0.49669898
197,3.7925878
198,1.3356605
199,3.5657613
200,0.050045013
201,3.5657613
202,0.084628224
203,1.0054955
204,0.09903404
205,0.7136203
206,0.5490807
207,0.09075138
208,1.577877
209,0.36218134
210,0.12772909
211,0.0685491
212,0.050222844
213,0.27075082
214,0.045286924
215,0.08459616
216,0.27051985
217,0.048980534
218,1.360783
219,0.44619817
220,0.15875101
221,3.8279831
222,3.658332
223,0.7030822
224,2.7604878
225,0.1637967
226,0.58474886
227,0.09181008
228,0.1284436
229,0.20731115
230,6.1142254
231,0.5661075
232,0.014713466
233,0.13713133
234,0.0112246275
235,0.047995985
236,0.31302804
237,0.43847817
238,0.33098525
239,0.22505215
240,0.41639185
241,0.072384655
242,0.07038188
243,5.5287385
244,0.3069204
245,0.25132993
246,1.7689499
247,0.6727992
248,0.50249654
249,0.08033964
250,0.651489
251,0.18559006
252,0.3473565
253,0.7071339
254,0.4149651
255,5.2904463
256,0.54071844
