ID,item_cnt_month
0,0.49745643
1,0.36572707
2,1.1971693
3,0.51148236
4,3.8492258
5,0.56251734
6,0.63447195
7,0.17931929
8,1.0058242
9,0.62217385
10,2.864359
11,0.0
12,0.15359724
13,0.43449953
14,1.4144311
15,2.641365
16,0.04720673
17,0.18172991
18,1.2558516
19,0.22074437
20,0.5090712
21,0.294773
22,1.760022
23,0.54064184
24,1.5868958
25,0.6995049
26,0.4193498
27,0.4462335
28,1.0039021
29,3.6857824
30,0.852049
31,0.29318166
32,0.9135704
33,0.96627396
34,0.034855008
35,0.04061559
36,0.03906545
37,1.0127025
38,0.25431705
39,0.15301335
40,0.67067415
41,1.2684741
42,3.4249632
43,3.6806157
44,1.0070219
45,0.18453565
46,1.2222768
47,0.40350252
48,0.499729
49,0.9351907
50,0.9017173
51,0.5172798
52,0.51145834
53,0.44231802
54,5.2891335
55,3.713237
56,1.6239548
57,1.9103887
58,5.618308
59,3.0667386
60,4.4467463
61,0.33298355
62,0.22494021
63,0.40173915
64,4.6553526
65,0.4727055
66,0.6653414
67,0.085810214
68,0.5241462
69,0.061308175
70,0.4727055
71,1.5659248
72,0.31857252
73,1.1112248
74,6.413816
75,5.4954085
76,0.33515286
77,4.6553526
78,0.42748898
79,0.82173884
80,1.3034465
81,2.2120023
82,0.5518924
83,0.19238755
84,0.8610368
85,0.98266685
86,0.5786499
87,0.044289947
88,2.612631
89,0.9196733
90,0.799129
91,0.54108673
92,1.7264009
93,0.11790106
94,0.53565323
95,0.03323543
96,0.046478897
97,0.4840598
98,0.61146224
99,1.4040828
100,1.1636276
101,0.76695085
102,0.3646525
103,0.95224106
104,0.14026982
105,0.71729827
106,0.5787659
107,0.65836495
108,0.15763268
109,0.36572707
110,0.22994047
111,0.7596761
112,0.71651757
113,0.88849497
114,0.20821121
115,0.40712816
116,0.62171113
117,0.06490746
118,10.235362
119,0.14303347
120,0.13401398
121,0.14047253
122,0.39728153
123,0.5821932
124,0.5257925
125,0.7899983
126,0.66802704
127,0.16283587
128,0.32400453
129,0.22803274
130,0.43969476
131,0.029426336
132,1.0525906
133,3.2499437
134,0.11457309
135,2.667999
136,0.755296
137,0.7729238
138,1.4857033
139,0.43363702
140,0.24603686
141,0.34058124
142,0.12338698
143,0.47786343
144,0.18453565
145,0.18453565
146,0.18453565
147,0.052952647
148,0.33780497
149,0.06604171
150,0.07166302
151,0.6371679
152,4.80206
153,0.26620626
154,0.06289035
155,0.19025323
156,0.1846725
157,0.21184978
158,0.0856154
159,0.22237685
160,1.0941215
161,0.2116423
162,0.6134544
163,1.057344
164,0.43734315
165,0.14333823
166,0.36882085
167,0.044289947
168,0.3259082
169,0.15067735
170,0.2116423
171,0.5341668
172,0.15700305
173,2.7797713
174,1.3538997
175,2.2361925
176,1.0569807
177,0.4991683
178,0.23724651
179,0.18587574
180,1.7698005
181,0.16550416
182,0.0799261
183,0.18132511
184,0.0997937
185,0.0
186,0.15490773
187,0.14823556
188,0.33780497
189,0.33780497
190,0.18969136
191,0.4658253
192,0.84731925
193,0.17895046
194,0.21246687
195,0.028750032
196,0.5014972
197,3.8421564
198,1.5080854
199,3.8492258
200,0.023600519
201,3.8492258
202,0.1051583
203,0.8227488
204,0.09932852
205,0.6252271
206,0.49871862
207,0.065170854
208,1.4850569
