ID,item_cnt_month
0,0.5979558
1,0.42797178
2,0.9123361
3,0.19205922
4,3.4716983
5,0.4582433
6,1.0436522
7,0.087272644
8,0.7808012
9,0.13273075
10,2.608669
11,0.39458716
12,0.09251773
13,0.22435671
14,1.4958031
15,2.6420236
16,0.03867224
17,0.09251773
18,1.3566513
19,0.090474665
20,0.2907565
21,0.21064621
22,1.5549717
23,0.75744474
24,1.9892924
25,0.9036023
26,0.33588848
27,0.6501386
28,0.8568548
29,3.9633627
30,0.41472888
31,0.8572445
32,0.6027435
33,0.8225625
34,0.16771618
35,0.08447388
36,0.16166982
37,0.5847696
38,0.31105235
39,0.18175858
40,0.7678537
41,1.3427176
42,3.3397708
43,4.1325445
44,0.5256822
45,0.37507385
46,0.7245218
47,0.15228671
48,0.28891206
49,0.7740997
50,1.9188161
51,0.3712841
52,0.42216283
53,0.25041005
54,4.635433
55,2.2740278
56,0.9513693
57,2.181803
58,2.728512
59,1.6768647
60,2.9442825
61,0.45414978
62,0.4844691
63,0.31553233
64,3.250472
65,0.5550464
66,0.90372705
67,0.21882361
68,0.53430283
69,0.14668354
70,0.5550464
71,1.4509008
72,0.51292485
73,0.9928245
74,6.2208567
75,5.7239504
76,0.17697287
77,3.250472
78,0.34832278
79,0.6711878
80,1.6164556
81,3.4772005
82,1.1604934
83,0.35324568
84,0.935905
85,1.3038065
86,0.3770663
87,0.09251773
88,2.8276293
89,1.600939
90,0.83831894
91,0.3037951
92,2.3582346
93,0.23583892
94,0.23017895
95,0.033718914
96,0.09949601
97,0.6389663
98,0.6480855
99,1.7172209
100,0.6968001
101,1.149652
102,0.3443486
103,0.13777521
104,0.17904335
105,0.28194195
106,0.28194195
107,0.7722851
108,0.14923334
109,0.52738845
110,0.305057
111,0.6820397
112,0.852057
113,1.7616674
114,0.405268
115,0.39984274
116,0.22376016
117,0.088136196
118,8.045201
119,0.050718635
120,0.06295124
121,0.06295124
122,0.24500641
123,0.330557
124,0.68988043
125,1.3024096
126,0.17249718
127,0.06294462
128,0.24406439
129,0.15864593
130,0.38171762
131,0.037228793
132,0.48607233
133,3.0007253
134,0.050718635
135,0.34491038
136,0.2561157
137,0.111285895
138,0.8363491
139,0.20004979
140,0.12019622
141,0.33878073
142,0.081076264
143,0.14487228
144,0.32638276
145,0.32638276
146,0.32638276
147,0.082041085
148,0.28833848
149,0.061033964
150,0.09928486
151,0.22376016
152,3.40265
153,0.29106128
154,0.07394916
155,0.05942607
156,0.06410962
157,0.055017203
158,0.13523349
159,0.17660326
160,0.31000668
161,0.17747346
162,0.29264432
163,0.2481308
164,0.15551275
165,0.08176616
166,0.40867427
167,0.08176616
168,0.31481493
169,0.08176616
170,0.1858806
171,0.22026688
172,0.16751727
173,1.1793945
174,1.1706471
175,2.3538632
176,1.5690094
177,0.41474545
178,0.2690952
179,0.06451738
180,1.1784122
181,0.21719202
182,0.030723393
183,0.056409627
184,0.16198301
185,0.009811312
186,0.080733806
187,0.13504636
188,0.29030275
189,0.29030275
190,0.060324967
191,0.41523105
192,0.5490236
193,0.12682962
194,0.08410171
195,0.14111131
196,0.6526571
197,3.0782871
198,1.1880436
199,2.7539198
200,0.0
201,2.7539198
202,0.20810482
203,1.3047812
204,0.11970848
205,0.36080852
206,0.0
207,0.053197324
208,1.4008157
209,0.39462075
210,0.19956338
211,0.08359778
212,0.091534644
213,0.24429637
214,0.13161382
215,0.20538875
216,0.40516323
217,0.14262167
218,1.137429
219,0.57883275
220,0.25921965
221,2.656942
222,4.339238
223,0.645686
224,2.5525665
225,0.51359844
226,0.3416907
227,0.011031628
228,0.29219037
229,0.2153635
230,5.0177503
231,0.48496842
232,0.0374628
233,0.33271116
234,0.024286956
235,0.080235094
236,0.11696038
237,0.69384784
238,0.07353875
239,0.21745712
240,0.53516954
241,0.12608936
242,0.03262648
243,5.5395327
244,0.33127958
245,0.1609743
246,1.5989413
247,0.4373483
248,0.197757
249,0.053684175
250,0.50123376
251,0.14450264
252,0.1716724
253,1.2200578
254,0.3660186
255,3.4654596
256,0.1917136
257,0.07431227
258,0.3866194
259,0.1578767
260,0.052175432
261,0.08012161
262,0.106218874
263,0.011353701
264,0.07431227
265,0.2829892
266,0.032443613
267,0.18365562
268,0.061267853
269,0.05545497
270,1.5738248
271,0.084930986
272,0.12128553
273,0.8276185
274,15.098432
275,0.07028228
276,0.2488789
277,2.282042
278,0.34739006
279,0.22430572
280,0.2544415
281,0.13322541
282,0.05162865
283,0.47531012
284,0.21164352
285,0.27088308
286,0.115151316
287,1.1400268
288,0.26509884
289,0.35606077
290,0.05261904
291,0.1555511
292,0.35506037
293,0.1129857
294,0.8203094
295,0.7203484
296,0.19733387
297,0.16049123
298,0.01205039
299,0.24134067
300,0.11292541
301,0.39649272
302,0.9999988
303,0.6291396
304,0.07267699
305,0.06781301
306,0.1396791
307,0.124115825
308,0.2472702
309,0.23147371
310,0.17265192
311,0.25500205
312,0.5535606
313,0.14409041
314,0.026346505
315,0.2992324
316,0.12133375
317,1.8324221
318,0.07370895
319,0.14776719
320,0.24134067
321,0.07781902
322,0.5719199
323,0.07951829
324,0.27252942
325,0.24126732
326,0.16467398
327,0.115151316
328,0.115151316
329,0.2709257
330,0.076699436
331,0.047891766
332,0.15666988
333,0.16293046
334,0.5958749
335,0.22548419
336,0.12976635
337,0.7318716
338,0.25802037
339,0.4502082
340,0.075537205
341,0.015635252
342,0.63172483
343,0.80163157
344,0.08371428
345,0.082454145
346,4.8362823
347,3.4355648
348,0.058845878
349,0.17125335
350,0.0735558
351,0.8109746
352,0.03462103
353,0.09076938
354,0.08864975
355,0.0
356,0.21037772
357,0.57321644
358,0.37121475
359,0.2206459
360,0.17146605
361,3.8896601
362,0.45502582
363,0.7182567
364,0.45298606
365,0.26979175
366,0.6818595
367,0.016922206
368,0.051069945
369,0.25101182
370,0.42043442
371,0.32313398
372,0.83356
373,0.115151316
374,1.7443516
375,1.9234931
376,0.4635334
377,0.27072653
378,0.3928856
379,0.07616693
380,2.4807837
381,0.3133
382,0.3214332
383,0.06549826
384,1.7518352
385,0.16370901
386,0.29538727
387,0.26253977
388,0.15037242
389,0.116864145
390,0.105409324
391,0.12410474
392,0.14500815
393,0.4926905
394,0.14567286
395,0.022239506
396,2.0429568
397,0.52758974
398,0.05163303
399,0.40884602
400,0.27321497
401,0.16010594
402,2.3190274
403,2.618528
404,0.15173069
405,0.16217977
406,0.14997926
407,0.0
408,0.071593344
409,4.9381447
410,0.38774365
411,1.6133368
412,0.17522773
413,0.2634148
414,0.043573737
415,3.8039265
416,2.4595823
417,4.9381447
418,4.3234143
419,0.34362295
420,0.26627356
421,2.2324762
422,0.29119134
423,0.78699034
424,0.13607594
425,0.14366475
426,4.952922
427,0.27321497
428,1.4015193
429,0.38641858
430,1.0633559
431,0.83351815
432,0.11708963
433,0.03762138
434,0.119742244
435,0.7423744
436,0.1178506
437,0.80029917
438,0.38555795
439,0.4040543
440,0.18906516
441,0.2346909
442,0.38756004
443,0.22403848
444,0.1394184
445,0.3918962
446,0.19742927
447,0.22355431
448,0.19849
449,0.5458655
450,0.21218246
451,0.19806126
452,0.2155152
453,0.28812748
454,0.5413593
455,0.21747819
456,0.32118168
457,0.019869983
458,0.6848095
459,0.6501595
460,19.362528
461,1.180882
462,0.2484935
463,0.42769277
464,0.40145147
465,0.26066005
466,0.1774166
467,1.2423537
468,0.24928263
469,0.12634149
470,0.2297723
471,0.20286962
472,0.1498135
473,0.005651772
474,0.78541636
475,1.3250438
476,0.047368973
477,0.097964644
478,0.059211552
479,0.078377664
480,0.40110284
481,0.40110284
482,0.10664934
483,0.23297358
484,0.6866455
485,0.25046408
486,0.39081627
487,0.119931966
488,0.06469789
489,2.9876416
490,0.19875494
491,0.11913699
492,0.643326
493,0.0
494,0.13886878
495,0.09274545
496,0.080061674
497,7.4379916
498,3.3130376
499,0.2342987
500,7.4379916
501,0.5502184
502,0.38823682
503,0.03769481
504,0.45704406
505,0.612206
506,0.7080033
507,0.0893324
508,0.71999204
509,0.3346867
510,0.12086037
511,0.057169974
512,0.18288901
513,0.40961763
514,0.19557476
515,7.4379916
516,0.18002161
517,0.76636094
518,1.2030244
519,0.5074063
520,0.8734274
521,0.33270562
522,1.0758998
523,0.90753484
524,0.24173474
525,0.67336255
526,0.17124462
527,0.1558244
528,0.08755088
529,0.07991919
530,0.42271516
531,0.6470466
532,0.08748123
533,0.08748123
534,0.0
535,0.08204588
536,5.0374007
537,0.09002775
538,0.31535453
539,0.0893324
540,0.87127703
541,4.9381447
542,0.09716332
543,0.13307866
544,0.10041076
545,0.059645504
546,0.3378464
547,0.16217977
548,0.1469455
549,0.09018877
550,0.0775373
551,0.3073305
552,0.6776826
553,0.0817844
554,0.08357346
555,0.449475
556,0.08748123
557,0.25445646
558,0.037965953
559,0.18214941
560,0.33736122
561,0.9758963
562,0.08456281
563,0.0
564,0.0
565,0.096759796
566,0.16947809
567,0.29912388
568,0.23631862
569,0.08331466
570,0.19845891
571,0.11262554
572,0.61118037
573,0.17145902
574,0.0
575,0.11679891
576,0.17814979
577,0.40961763
578,5.526493
579,0.27946925
580,0.0006002188
581,0.016633153
582,0.0
583,0.016871095
584,0.65100855
585,0.06863031
586,0.027059227
587,0.80108935
588,3.0288677
589,0.7100253
590,0.50905335
591,0.3450058
592,2.352797
593,0.13476661
594,0.11349586
595,0.10567257
596,0.16155112
597,0.036699444
598,0.08133635
599,0.08092442
600,0.15981859
601,0.2034783
602,0.035496354
603,0.12769023
604,0.14415532
605,0.2939013
606,0.0893324
607,0.30813408
608,0.20050097
609,0.56037974
610,0.447971
611,0.71787643
612,0.0022272468
613,0.0022272468
614,0.008754402
615,1.1654686
616,1.0363798
617,0.42285973
618,0.53193295
619,0.12888882
620,0.31569645
621,7.4379916
622,1.8687754
623,0.7427294
624,0.20849621
625,0.26684994
626,0.5258759
627,0.040258944
628,0.0941318
629,0.17858753
630,0.17190418
631,0.0
632,0.20963338
633,0.046222508
634,0.42265853
635,0.43184417
636,0.5550464
637,0.23603684
638,0.16407391
639,0.18641558
640,0.49552417
641,1.0724452
642,0.19052413
643,0.08694047
644,0.09629062
645,0.42299935
646,0.5402752
647,0.1030941
648,0.052775294
649,0.25817224
650,0.2338795
651,0.9310659
652,0.08864975
653,0.17451453
654,0.121819645
655,0.33713517
656,0.27384973
657,0.032021195
658,0.03176406
659,0.11243689
660,0.29726046
661,0.20660642
662,0.0
663,0.8283254
664,0.15352309
665,0.4412555
666,0.17031735
667,0.41009372
668,1.0490329
669,0.32141337
670,0.0879952
671,0.21785504
672,0.18176535
673,0.50283694
674,0.057260126
675,0.11337334
676,0.45501032
677,0.7617372
678,0.42025384
679,0.5666625
680,0.16274047
681,0.19608408
682,0.13127747
683,0.0775373
684,1.0490329
685,0.4629879
686,0.34800828
687,0.5245289
688,0.21709758
689,0.047891766
690,0.033347458
691,0.13223004
692,0.07876146
693,0.09191406
694,0.05635509
695,0.6484872
696,0.11346167
697,0.071773976
698,0.035960644
699,0.059107095
700,1.8444101
701,0.11346167
702,1.2318563
703,1.2318563
704,0.018693238
705,0.33614194
706,0.07833344
707,0.06566283
708,0.05745688
709,2.4707353
710,0.18859506
711,0.46275362
712,0.015228897
713,0.7516501
714,0.13791275
715,0.0
716,0.3454963
717,0.18664372
718,0.0
719,0.54666936
720,0.042618126
721,0.34369895
722,0.05133757
723,2.1744313
724,0.11436352
725,0.25666487
726,0.5100067
727,0.74133056
728,0.11346167
729,0.94028115
730,0.15666988
731,0.081394345
732,0.66183966
733,0.5668029
734,0.88440585
735,0.17877302
736,0.30416334
737,0.55876505
738,0.30528414
739,0.25124338
740,0.18843412
741,0.07007021
742,0.07559398
743,0.17111322
744,0.45645097
745,0.3195399
746,0.33820042
747,0.550261
748,0.7245183
749,0.21793279
750,0.17442709
751,0.08176616
752,0.29277518
753,0.07070896
754,0.95552504
755,0.23893419
756,0.032501966
757,0.26011884
758,0.06602344
759,0.05709952
760,0.6778685
761,0.16797465
762,0.08848482
763,1.7647538
764,0.21210396
765,0.121309936
766,0.19310072
767,0.3205216
768,0.30712593
769,0.1567488
770,0.22381422
771,0.014833659
772,0.20304805
773,0.06054476
774,0.08864975
775,0.05158767
776,0.1750718
777,0.27950472
778,0.0
